text,label
ഞാൻ ഈ എപ്പിസോഡ് കണ്ടു ഒത്തിരി കരഞ്ഞു,Hope_speech
അങ്ങനെ സംഭവിച്ചില്ലേൽ ഈ അഭിപ്രായം  ഇടാൻ പോലും നീ ഉണ്ടാകില്ല,Non_hope_speech
കളിക്കാരൻ  അജ്ഞാതം  യുദ്ധം  നിലം  തനി ചൈന അല്ലാത്തത് കൊണ്ട് മാത്രം കളയുന്നില്ല,Non_hope_speech
കളിക്കുക  ആകുണ്ഢലോ സഹോദരൻ,Non_hope_speech
അപ്പൂപ്പനും അടുത്ത് ത്രാസും പിടിച്ചോണ്ട് ഇരിക്കുന്ന ചേച്ചിയും എന്തെങ്കിലും പറഞ്ഞോണ്ട് ഇരിക്കാൻ വല്ല വകുപ്പും ഉണ്ടായിരുന്നെങ്കിൽ നന്നായിരുന്നു,Non_hope_speech
കുറേയെണ്ണം ചൈനയെ സപ്പോർട്ട് ചെയ്യും,Non_hope_speech
ഒരു ലെസ്ബിയൻ സുഹൃത്ത്  എനിക്കുണ്ടായിരുന്നു പക്ഷേ ഇപ്പോ അവൾ കല്യാണം ഒക്കെ കഴിഞ്ഞ് ഒരു കുട്ടിയുടെ മമ്മിയും ആയി,Non_hope_speech
രഹസ്യാന്വേഷണ ഏജൻസികളുടെ റഡാറിൽ  ണ്  ടിക്ക് ടോക്ക്,Non_hope_speech
പെയ്ഡ് വാച്ചിങ് വീഡിയോ ആപ്പുകൾ ഉണ്ടോ അതിനെ കുറിച്ചൊന്നു പറയാമോ,Non_hope_speech
നിങ്ങൾ ഉണ്ടായത് എങ്ങനെ എന്നല്ലല്ലോ ഞാൻ ചോദിച്ചത്,Non_hope_speech
നല്ല അവതരണം ബ്രിട്ടാസും ജോണി ലൂക്കാസും മോട്ടയെ കണ്ട് പഠിക്കണം,Non_hope_speech
ഡോക്ടർ  ഈ പ്രതിരോധ ശേഷി ധാരാളം ഉള്ള ആൾക്ക് എത്ര തവണ കൊറോണ വൈറസ് കിട്ടിയാലും പ്രതിരോധിക്കാൻ കഴിയുമോ ഒന്ന്  കൂടുതൽ  സംശയം  ദയവായി  ഉത്തരം  ഈ  കൊറോണ വൈറസ്  വന്ന ആൾക്ക് പ്രതിരോധ ശേഷി ഉള്ളതുകൊണ്ടാണോ അടയാളങ്ങൾ കാണിക്കാത്തത് ഈ പ്രതിരോധ ശേഷി ഉള്ള ആൾക്ക് ലക്ഷണം കാണില്ല എന്നാൽ ഇയാൾക്ക് മറ്റു ഒരാൾക്ക് പടർത്താൻ സാധിക്കുമോ ഈ അണുബാധയുണ്ടായി  ആയ ആൾക്ക് നല്ല രീതിയിൽ ഫലം  ചെയ്യമോ,Non_hope_speech
ചോദ്യ ശരങ്ങൾ ആൻ,Non_hope_speech
മൈ ശബ്ദം  ഡാ നിന്റെ അമ്മേടെ പൂരി ഞാൻ അണ്ടി കിട്ടിയതിനു നെ എന്തിനാ ഇങ്ങനെ കിടന്നു തുള്ളുനെ നിന്റെ അപ്പന്റെ അണ്ടി അല്ലെ കെട്ടിയെ അല്ലാതെ നാട്ടുകാട്ട് ഒന്നും അല്ലാലോ,Non_hope_speech
അവർ സമാധാനത്തോടെ ജീവിച്ചോട്ടെ എന്നതിനേക്കാൾ  തന്റെ പണിനോക്കിയാൽ സുഷിരം  പിന്നെ ഇത്തരക്കാരെങ്കിലും പെണ്ണുങ്ങളെ ഡോക്ടർ  ഊഹിക്കാതിരിക്കുമല്ലോ,Hope_speech
കുഴപ്പം തോന്നുന്നത് നിങ്ങളുടെ കാഴ്ച്ചപ്പാട് മാറാഞ്ഞിട്ടാണ് സഹോ അത് മാറ്റൂ,Hope_speech
ബാബു ഒന്ന് പോടോ,Non_hope_speech
kevin is being douchebag,not-malayalam
പ്രാപഞ്ചിക വിരുദ്ധ ഒത്തു ചേരൽ എന്നും പറയാം,Non_hope_speech
മുട്ടത്തലയാണ് താരം,Non_hope_speech
ഡോക്ടർ  ചെന്നൈയിൽ നിന്നും ഒരു പാർസൽ വരാനുണ്ട് അത് 2 3 ദിവസങ്ങളിൽ  ഇത് വര്മ്മ അത് സുരക്ഷിതം  ആണോ കിഴിൽ വാഗ്‌നത്തു് ഒപ്പം  ഡോക്ടർ  എസ് ഇനങ്ങൾ  ആണ്,Non_hope_speech
അമ്മേനെ പറ്റി പറഞ്ഞപ്പോ അറിയാതെ കരഞ്ഞുപോയി,Hope_speech
ചെയ്തു തിരിച്ചു ചായനെ,Non_hope_speech
ഉണ്ടാക്കുക  ഇൻ ഇന്ത്യ  എപ്പോ വരുൺ ഉമ്മയപ്പ,Non_hope_speech
അതിനു ഇവിടെ പെണ്ണുങ്ങൾ ഒരുമിച്ചിരിക്കാൻ പാടില്ല വാർഷികം  പെണ്ണും ഒരുമിച്ച് ഇരിക്കാൻ പാടില്ല എന്നൊക്കെ ഉണ്ടാർന്നോ,Non_hope_speech
കൊറോണ വിചാരികുന്നതും ഇതാണ് എങ്ങനെ മനുഷ്യനെ ഇല്ലാതാക്കാം,Non_hope_speech
ഈസ് ഉണ്ട്  ചെയ്യുന്നു  ഓർ അസ് ഇത് തെറ്റ് ആണെന് ഉള്ളത്തിന്റെ ഏറ്റവും വയില തെളിവ് ആണ് ഇന്നത്തെ ചവു കടൽ അതിന്റെ ചരിത്രം  ഒന്നു പഠിക്കുന്നത് നല്ലതായിരിക്കും,Non_hope_speech
ഇയാളാരാണ് ഒരു പൊട്ടൻ ആയിപോയല്ലോ കർത്താ കട്ടിലിൽ  ഇട്ട ആൾ,Non_hope_speech
ചൈനീസ് മൊബൈൽസ് നിർത്തലാകുമോ,Non_hope_speech
kevin you study more,not-malayalam
മിന്ഹാജ് പി നീയൊക്കെ ന്തഞ്ഞ മൈരേ ഇവിടെ പോവര ചൈനക്ക് രാഷ്ട്രീയത്തെക്കാൾ വലുതാണെടോ രാഷ്ട്രം,Non_hope_speech
വൈറസ് ബാധിച്ചു എത്ര ദിവസം കൊണ്ട് ടെസ്റ്റ് ചെയ്‌താൽ ആണ് പോസറ്റീവ് ആകുക,Non_hope_speech
ഉണ്ടായ ഒന്ന് ഞാൻ കളഞ്ഞു,Non_hope_speech
നല്ല വിവരങ്ങളാണ് തന്നത് രണ്ട് മീറ്റർ എന്ന അകലം ഡോക്ടർ മാറ്റി ഒന്നര മീറ്റർ ആക്കണ്ട അകലം രണ്ട് മീറ്ററിൽ കൂടിയാൽ അത്രയും നല്ലതു്,Non_hope_speech
നിങ്ങൾ ശരിയാണ് എൻ്റെ ഒരു പാട് നൻമ്മകൾ നേരു ന്നൂ,Non_hope_speech
പകരം ഉപയോഗം  ചെയ്യാൻ ഏതെങ്കിലും  അപ്പ ഉണ്ടോ ഈസ് ഉണ്ട്  ചെയ്യുന്നു  ഓർ അസ് എങ്കിൽ വിശദാംശങ്ങൾ  നൽകുക നന്ദി  നിങ്ങൾ,Non_hope_speech
ഒന്നും അറിഞ്ഞൂടാ തോൽവി ആ ചുവന്ന ടീഷർട്ടിന്റെ പുറത്ത് കൊട്ട് ഇട്ട മന്ദബുദ്ധിയെ എടുത്തു കിണറ്റിൽ ഇടാൻ ആരും ഇല്ലേ,Non_hope_speech
ഏത് നൂറ്റാണ്ടിൽ ആണ് ജീവിക്കുന്നത്,Non_hope_speech
കെവിൻ  ബോധമില്ലാത്ത സംസാരം ആണ് അവർ അവരുടെ ഇഷ്ടത്തിൽ ജീവിക്കട്ടെ,Non_hope_speech
ചൈന ഇന്ത്യയിലൂടെ മോദിയുടെ ചായക്കടയിലേക്ക് സ്വാഗതം ചെയ്യുന്നു പെറ്റി അടിച്ചിട്ട് പൊയ്ക്കോ അല്ലെങ്കിൽ പുള്ളിക്കാരൻ നിങ്ങളുടെ പോക്കറ്റ് അടിക്കും,Non_hope_speech
മിനിഷ് കെ ജോൺ  കെ ജോൺ  അങ്ങനെ ആണേൽ നിന്റെ പെറു  സൂചിപ്പിക്കുന്നു പന്നിയിറച്ചി  കഴിച്ചു വ്യഭിചരിച്ചു കാശ് ഉണ്ടാകുന്ന കുണ്ണ ആണെന്,Non_hope_speech
മറ്റേ കേസ് തന്നെ ഒപ്പം  ഇതൊക്കെ കണ്ടിട്ടാ ഇബിടെ കുട്ടികൾ വളരുന്നത്,Non_hope_speech
റിനീഷ്യസ് ലോകം  കിടിലൻ കമന്റ്‌ മോനെ അതാ പറഞ്ഞത് ഈ കിടന്നു കുരയ്ക്കുന്ന വർ ആരാന്റമ്മയ്ക്കു പ്രാന്താണ് അത് ചികില്സിക്കണ്ട എന്നാണ് കുറക്കുന്നേ സ്വന്തം ഏങ്ങലയ്ക്കോ അച്ഛനോ സോറി അച്ഛന് വരില്ല കാരണം തെളിവുണ്ടല്ലോ അതുപോലെ കുടുമ്ബത്തിൽ മറ്റാർക്കെങ്കിലും ഉണ്ടെങ്കിൽ അവരൊക്കെ വീട്ടിൽ വന്നാൽ പച്ച വെള്ളം കൊടുക്കില്ല എന്നിട്ടാണ് കോരയ്ക്കുന്നത് ഞാൻ പറയുന്നത് അവരും മനുഷ്യർ ആണ്‌ അവർക്കു കൗൺസിലിംഗ് കൊടുക്കണം,Non_hope_speech
മാർ മറക്കൽ സമരം സ്ത്രീകൾ അല്ല നടത്തിയത്,Non_hope_speech
സെൻ കുമാർ ന്റെ വിവേകം നഷ്ടപ്പെട്ടിരുന്നു,Non_hope_speech
പക്ഷേ  വലുത്  ഫയലുകൾ  അയച്ചു  ചെയ്യാൻ വളെരെ സമയം  എടുക്കുന്നു,Non_hope_speech
പാഡ്  വാങ്ങിച്ചു കൊടുക്കും,Non_hope_speech
അനശ്വര കൃഷ്ണൻ അനശ്വര കൃഷ്ണൻ ഉണ്ട് പക്ഷേ  ആദ്യം ഇതിലേക്കൊന്നു വിളിക്ക് പെൺകുട്ടി  തന്നാണോന്നു ഉറപ്പുവരുത്തണ്ടേ,Non_hope_speech
i support kevin,not-malayalam
വിവരവും വിവേകവുമുള്ള നല്ലൊരു അവതാരകൻ അരുൺചേട്ടൻ നികേഷ് എക്സ് നെ പറ്റി പറയുമ്പോ സോനുവിന്റെ കുഞ്ഞ് സങ്കടവും ഒത്തിരി പോസെസ്സിവെൻസ് ഉം കലർന്ന ആ നോട്ടം എന്ത് ക്യൂട്ട്  ആണ് സോനു പവലി ദമ്പതികൾ,Hope_speech
മൊട്ട സോനൂന്റെ തുടയിൽ ഇടക്കിടെ പിടിക്കുന്നത് കണ്ടവർ ലൈക്കുക,Non_hope_speech
ബ,Non_hope_speech
എല്ലാം കളഞ്ഞു മച്ചാനേ,Non_hope_speech
എട്ടര ഓരോ  കളിക്കാരൻ  അജ്ഞാതം  യുദ്ധം  നിലം  അൺ‌ഇൻ‌സ്റ്റാൾ‌ ചെയ്യുക  ച്ചയിട്ടു,Non_hope_speech
വളരെ നല്ല ഒരു വീഡിയോ സത്യത്തിൽ നമ്മുടെ ഇന്ത്യൻ മാർക്കറ്റിനു എന്തുകൊണ്ടാണ് ഒരു നിലവാരമുള്ള സ്മാർട്ടഫോൺ ബ്രാൻഡ് കൊണ്ടുവരാൻ സാധിക്കാത്തത് ഇപ്പോൾ മോട്ടറോള ഒന്ന്  സംയോജനം  ഇറക്കുന്നപോലെ ഈ ടൈമിൽ നല്ല ഫോൺസ് ഇന്ത്യയിൽ വന്നാൽ ചൈന പിന്നെ ചങ്കബ്രോ ആണെന്ന് പറഞ്ഞു തിരിച്ചു വന്നാലും പോയി പണിനോക്കാൻ പറയും നമ്മൾ ഇന്ത്യക്കാർ,Non_hope_speech
നിന്റെ കുണ്ടിക്കു അവൻ നോട്ടം വയ്ക്കാഞ്ഞതു നിന്റെ ഭാഗ്യം അല്ലേൽ നിന്റെ കുതി ഇപ്പോൾ അവൻ അടിച്ചു പൊളിച്ചു തുരങ്കം ആക്കു മായിരുന്നു,Non_hope_speech
ഹലോ എവിടെ വന്നില്ലാലോ,Non_hope_speech
ദൈവം മനുഷ്യന് ഇണയായി തന്നത് സ്ത്രീയെയാണ് അത് മൽസ്യമായാലും മൃഗമായാലും പക്ഷി യായാലും അങ്ങനെയാണ്,Non_hope_speech
വളരെ സത്യം,Non_hope_speech
ഈ ലോകത്ത് ഇണ ചേരുന്നത് എപ്പോഴും എതിർവശത്ത്  ലൈംഗികത  ആണ് അല്ലാതെ ഹോമോ അല്ല അതാണ് പ്രകൃതി പ്രകൃതിയുടെ നിലനിൽപ് അങ്ങനെ ആണ് ഇത് ഒരു സ്വയം  സംതൃപ്തി  മാത്രം ആണ് എന്തായാലും  ഞാൻ ദോ അല്ല  സമ്മതിക്കുന്നു  പക്ഷെ ഇഷ്ടപെട്ടവർ ഒന്നിച്ചു ജീവിക്കട്ടെ,Non_hope_speech
വീട്ടിൽ മോനോ മോളോ സഹോദരനോ സഹോദരിയോ ഗേ ആണെങ്കിൽ ഒരു സഹിക്കായ്കയും വേണ്ട,Non_hope_speech
will do a video,not-malayalam
ഇതൊരു നല്ല രസമായിരുന്നു ഇപ്പോഴാ കണ്ടത്,Non_hope_speech
vn video editor,not-malayalam
ഇതിപ്പോ വിചാരണ നേരിട്ടത് അവസാനം വന്നയാളാണ് കമന്റുകൾ നാളത്തെ കേരളത്തെക്കുറിച്ച് പ്രതീക്ഷ നൽകുന്നു രണ്ടാൾക്കും ആശംസകൾ,Hope_speech
ശെരിക്കും ഒരു റൊമാൻറിക് കോമഡി മൂവി കണ്ടത് പോലെ ഉണ്ട് നികേഷിന്റെ ഫസ്റ്റ് ലൗ സ്റ്റോറി കേൾക്കുമ്പോൾ അവതാരകൻ അരുൺ ചേട്ടനാണ് ടെൻഷൻ മുഴുവൻ,Hope_speech
നെറ്റ്‌വർക്ക്  ടവർ ആദ്യം കളയണം,Non_hope_speech
ഹദീൽ നൗഫൽ ഇന്ത്യ ഇസ്‌ലാമിക രാജ്യമല്ല,Non_hope_speech
thank you sir,not-malayalam
100 ശതമാനം  ശുദ്ധം  അല്ലാത്തത്  ചൈനീസ്  ഫോൺ  ഇല്ലേ,Non_hope_speech
സാംസങ് നിർമ്മിച്ചത്  ഇൻ ഇന്ത്യൻ  ആകെ ഉണ്ടായിരിന്ന സ്എൻഡർ,Non_hope_speech
2 പെൺകുട്ടികളുടെ ജീവിതം  പോയില്ല പിന്നെ അവരും സന്തോഷം  ആയി ആർക്കും ഒരു ദോഷവും ഉണ്ടാക്കാത്ത കാര്യം നിങ്ങൾ നല്ലതായി ജീവിച്ച കാണിക്കു പിന്നെ ഡോക്ടർ  അരുൺ കുമാർ  എപ്പോലത്തെയും പോൾ  സൂപ്പർ,Hope_speech
പ്രകൃതി വിരുദ്ധ വിവാഹം,Non_hope_speech
സീനത് സീന മാന്ദ്യനു നിറകുനതും നിരക്കാത്തതും അറ തീരുമാനിക്കുക  ചെയ്തേ നിയമങ്ങൾ ഉണ്ടകീത് മനുസ്യർ ale  ഇവരെ പോൾ  ഉള്ളവർക്കും എവിടെ ജീവിക്കാൻ അവ്കാധം ഉണ്ട് ഇവർ പിന്നെ ന്തു ചെയ്യണം എങ്ങനെ കളിയാകുന്നതിനു മുൻപ് ഏതു ന്താണ് എന്ന് ണിഞ്ഞ മനസിലാക്കി ഇവർ ആരെങ്കിൽം ഉപഡോക്ടർ അവിച്ചോ അവര്ക് ഇഷ്ടമുള്ളത് പോൾ  ജീവികുന്നു അത് മ്സനസിലാകാൻ കുറച്ച വിവരം കൂടി വേണം,Hope_speech
വ്യാസ് ആഴത്തിലുള്ള  സഹോദരൻ  ആ സമുദായം നശിപ്പിക്ക പെട്ടത് അവർ മുസ്ലിം  ആണെന്നോ അല്ലായെന്നോ നോക്കിയല്ല പിന്നെ ഖുർ ആൺ സംബോധന ചെയുന്നത് മനുഷ്യരെ മൊത്തമായിട്ടാണ് അല്ലാതെ മുസ്ലിം  നെ മാത്രമല്ല പിന്നെ ഹോമോ  ലൈംഗിക  എന്നത് ഒരു ചീത്ത കാര്യമായി താങ്കൾക്ക് തോന്നുന്നില്ലേ ഇന്ത്യൻ  ഭരണഘടനാ അല്ല മരിച്ചു ഇസ്ലാമികമായിട്ടു ജീവിച്ചോ എണ്ണവും നാളെ അന്ത്യനാളിൽ ഞങ്ങളോട് ചോദിക്കപ്പെടുന്നത് കുറെ മുസ്ലിം  കൽ ഇതിനെ പിന്തുണ  ചെയ്യുന്നതായി ഞാൻ കണ്ടു അവരോടാണ് ഞാൻ പറഞ്ഞത് പിന്നെ ബൈബിൾ  യിലും ഭഗവത്ഗീതയിലും ഇതിനെ സുപ്പോര്ടചെയ്തിട്ടില്ല എന്നാണ് എന്റെ വിശ്വാസം,Non_hope_speech
കെവിൻ  ഊള മണ്ടൻ ആണല്ലോ,Non_hope_speech
നൂറുശതമാനവും ഇറക്കുമതിയിലെ ആശ്രയിക്കുന്ന വൻ വികസിത രാജ്യങ്ങളും കൂടി ഉണ്ട് ഉദാഹരണം ദുബായ് സ്വിറ്റ്സർലാൻഡ് അറബ് രാഷ്ട്രങ്ങൾ എന്നാൽ ഇറക്കുമതിയിൽ ഇല്ലാഞ്ഞിട്ടും ദരിദ്ര രാഷ്ട്രങ്ങൾ ഉണ്ട് ഉദാഹരണം ഇറക്കുമതി പറഞ്ഞ ആഫ്രിക്കൻ രാജ്യങ്ങൾ ഇവയെ കുറിച്ച് ഒരു വീഡിയോ ചെയ്താൽ നന്നായിരിക്കും അതായത് ഇറക്കുമതിയും കയറ്റുമതിയും ഇറക്കുമതിയും,Non_hope_speech
അർനോൾഡ്  കിം  ഫെറൈറ എനിക്ക് ഇതൊന്നും ഇല്ലാ എന്ന് മനസ്സിലായി നിനക്ക് അത് കുറച്ച് കൂടുതലാണെന്നും മനസ്സിലായി,Non_hope_speech
ഇന്ത്യൻ  ബ്രാൻഡ്  ഫോൺ  പറയാമോ,Non_hope_speech
കളഞ്ഞ ഇട്ടൊക്കെ,Non_hope_speech
tiktok,not-malayalam
കമ്മി ആണല്ലേ,Non_hope_speech
നികേഷ് പുഷ്ക്കരൻ അല്ല ബ്രോ അതിന് എനിക്ക്,Non_hope_speech
സർ രോഗം ഉള്ള ആളുകളിൽ നിന്നും എല്ലാ ഘട്ടങ്ങളിലും വൈറസ് പകരുമൊ അതോ അദ്യ ദിവസ ങ്ങളിൽ മാത്രമേ പകരുകയുല്ലൊ,Non_hope_speech
ദീപക് ഈസ് ഉണ്ട്  ചെയ്യുന്നു  ഓർ അസ് നായർ  പൈൻമരം  ന്താണ് വേണ്ടത് മരിച്ച പട്ടാളക്കാരുടെ മുഖം പലതും വികൃതമാക്കിയിരുന്നു തിരിച്ചറിയാൻ പോലും പറ്റിയിലത്ര അത് കേൾക്കുന്ന സാധാരണകാർ വികാരമായി പ്രതികരിക്കുന്നതായി കൂട്ടിയാൽ മതി,Non_hope_speech
ഇരുട്ട്  ടുഡേ അതന്നെ,Non_hope_speech
making in india,not-malayalam
good wish you happy life ahead,not-malayalam
ചൈനീസ് ഉൽപ്പന്നങ്ങൾ ആവേശത്തിൽ നശിപ്പിക്കുന്നവരോട് അങ്ങനെ ചെയ്യരുത് ചെയ്താൽ നഷ്ടം നിങ്ങളുടെ പോക്കറ്റിനാണ് എന്ന് പറഞ്ഞു ഉപദേശിക്കുന്ന ആളുകളോട്,Non_hope_speech
സോനുവിനെ അറിയുന്നതാണ് എല്ലാം,Non_hope_speech
ആ ഗസ്റ്റിന്‍റെ എൻട്രി  വരെ പരിപാടി അടിപൊളിയായിരുന്നു അങേര് വന്ന് വെര്‍പ്പിച്ച് ഒപ്പം  ഡോ അരുണ്‍ സൂപ്പര്‍,Non_hope_speech
അയ്യേ ആയീ aye,Non_hope_speech
ഇത് ഒകെ യൂണിൻസ്റ്റാൾ ആക്കിയാൽ പിന്നെ ഫോൺ എന്തിനു കൊള്ളും പ്രധാനം  ആയിട്ട് ഷെറി ഇറ്റ് സ്എൻഡർ മിക്കതും  ഉസൈഫുള്ള,Non_hope_speech
sree kuttan thank you,not-malayalam
കുട്ടി  റാപിസ്റ് മുഹമ്മദിനെ പൊക്കി കൊണ്ട് നടക്കുന്നില്ലല്ലോ,Non_hope_speech
മുഹമ്മദ് ഷഹബാസ് ഇഖൂ,Non_hope_speech
അൽമേഷ് ദേവരാജ് അതല്ല ഇതിന്റെ ശാസ്ത്രീയ വശമെന്താണ്,Non_hope_speech
final judgement is awesome,not-malayalam
കരയണ്ട പൊട്ടു എല്ലാം ശെരിയാവും,Hope_speech
രെമ്യ നന്ദിനി   ണ്  ഉത്തരം പൊളിച്ചു ട്ടോ,Non_hope_speech
ചേട്ടാ 9000 രന്ജിൽ ഏതാ നല്ല ഫോൺ,Non_hope_speech
അക്ബർ ഷാ അല്ല നിങ്ങൾ ഹോമോഫോബിക് ആൺ അത്രേ ഉള്ളു,Non_hope_speech
കെവിൻ എന്ന നെയിം പറഞ്ഞപ്പോൾ ആർക്കൊക്കെ നമ്മുടെ നീതുവിന്റെ കെവിനെ ഓർമ വന്നു,Non_hope_speech
തുക  സി ആര് പറഞ്ഞു അന്ന് അത് സ്വകാര്യമായി പേടിച്ചു മറച്ചു വെച്ച് ഇന്ന് കുറച്ചു കൂടി തുറക്കുക  ആയി എന്ന് മാത്രം,Non_hope_speech
good message,not-malayalam
happy wedding anniversary and mothers day,not-malayalam
mammootty fans like here,not-malayalam
നെ പൊട്ടൻ അന്നോ മോഡി വരെ ഇടുന്നതു ചൈനീസ്  മാസ്ക്  അന്ന് മോശം  പയ്യൻ  വാതുരി പോടാ അല്ലെ ചേലാകണ്ടു,Non_hope_speech
ഒരു സുപ്രഭാതത്തിൽ ചൈന പ്രോഡക്റ്റ് ബഹിഷ്‌കരിക്കുക  ചെയ്യാൻ പറ്റൂല ഇപ്പോഴേ തുടങ്ങിയാൽ പടി ആയി മുഴുവനും ഒഴിവാകാം,Non_hope_speech
thank you sir,not-malayalam
kundan kp,not-malayalam
vidhya krishna ‍,not-malayalam
ഡോക്ടർ നിങ്ങൾക്കു എങ്ങിന യാണ് ഇത്ര അറിവു കിട്ടുന്നതു് എല്ലാ വിഷയങ്ങളെയും പറ്റി പറയുന്നുണ്ടല്ലോ,Non_hope_speech
വൈകി  വാർഷികം  ആശംസകൾ  ചേച്ചി കുട്ടി ഒരായിരം വർഷങ്ങൾ സുഖവും ദുഖവും പങ്കുവച്ച പിണക്കവും ഇണകവുമായി ഒരുമിച്ചു ജീവികയു,Hope_speech
കോട്ടിട്ട മൊണ്ണൻ വെറും ശതമാനം  ആണല്ലോ,Non_hope_speech
ഇതുപോലെ എത്രയോ എന്തൊക്കെയോ ചേർന്നത് ആണല്ലേ ഇൗ ഭൂമി,Non_hope_speech
മതതീട്ടക്കഥകളുടെ വിഴുപ്പ് ചുമക്കും പകൽമാന്യ വിഡ്ഢികളാണ് ഇത്തരം മനുഷ്യരെ അവഹേളിക്കുന്നത് ഒരു പത്ത്കൊല്ലത്തിനകം സകലമതങ്ങളും വൻകോമഡിയാവും അത്രയ്ക്കും അത്ഭുതപ്പെടുത്തുന്ന വൻശാസ്ത്രസാങ്കേതിവിപ്ളവമാറ്റങ്ങൾ വരുകയാണ്,Non_hope_speech
സന്തോഷമായി രണ്ടുപേരും ജീവിക്കുക ഒത്തിരി ഇഷ്ട്ടം ഈ ലോകം നിങ്ങളെ എന്നും ചേർത്തുപിടിക്കും നികേഷേട്ടന്റെ കഥ കേട്ടപ്പോൾ കണ്ണ് നിറഞ്ഞുപോയ സത്യം പറഞ്ഞാൽ അഥിതി പറഞ്ഞ കാര്യങ്ങൾ എനിക്ക് ഒന്നും മനസ്സിലായില്ല ന്യായാധിപൻ കമാൽ പാഷ ആയിരുന്നെങ്കിൽ എന്നാഗ്രഹിച്ചു അവതാരകൻ ഇന്ന് തകർത്തു എനിക്ക് ഈ എപ്പിസോഡ് വളരെ ഇഷ്ട്ടമായി,Hope_speech
ഷാക്കി സൗജ ആരുമില്ലാതെ ജീവിക്കുന്നതിനേക്കാൾ എത്രയോ നല്ലത്,Non_hope_speech
സമൂഹം പോയി പണി നോക്കാൻ പറ മച്ചാൻമാരെ ണ് ദൈവം അനുഗ്രഹിക്കട്ടെ രണ്ടു പേരെയും,Hope_speech
അഭിജിത് എ ഇന്ത്യ  നിർമ്മിച്ചത്  അല്ല നോക്കേണ്ടത് ആ കമ്പനി  ചൈനീസ്  ആണോ എന്നതാണ് നോക്കേണ്ടത് വിവോ,Non_hope_speech
ചേട്ടൻ ഇതിൽ പറഞ്ഞത് പോലെ അവരെ മറ്റൊരു കണ്ണോട് കാണുനവർക്ക് ഒരു ഉത്തരമായി കോട്ടെ,Hope_speech
kukku kukkoos thank you so much,not-malayalam
ഇവർ എങ്ങനെയ ബന്ധപെടൽ,Non_hope_speech
രണ്ടണുങ്ങളുടെ കൂടെ ഒരുമക്കളെയും കൊടുക്കരുത്,Non_hope_speech
ഈ കോട്ടിട്ട തെണ്ടി ഏതാ,Non_hope_speech
ഇന്ത്യക്ക് ആപ്പ് ഒന്നുമില്ലേ,Non_hope_speech
ഡോക്ടർ  എനിക് ഒരു കാര്യം പറയാൻ ഉണ്ട് ഒരു സംശയം  കൊറോണ അല്ല സാർ  ദയവായി  നമ്പർ,Non_hope_speech
അടിച്ചുപൊളിച്ച ജീവിക്കു സഹോദരി,Hope_speech
ഇനി ചൈനീസ്  ഫോൺ  നിരോധിക്കുമോ,Non_hope_speech
മേഘ ജൈന കുട്ടി അപ്പോൾ ൈസക്കോ ആണോ,Non_hope_speech
ആറു 1997 ഒന്ന് പോയേടെ നീ ഈ പറയ്യുന്ന ഈ സ്വവർഗരതി  100 ബോയ്‌സിൽ ഒരുത്തൻ മാത്രേ ഉണ്ടാകൂ അതായത് ൧പെർസെന്റജ് മാത്രം  അപ്പോ ബാക്കി ൯൯പെർസെന്റജ് ആണോ സാധാരണ  അതോ ഈ 1 ശതമാനം  ഓ ഡോ ഇത്റജോര് മനോരോഗമലം൨ എണ്ണം പൊട്ടികാട്ജട്ജിന്റെ കുറവാണ്,Non_hope_speech
ഗൂഗിൾ ഫയൽ  കൈമാറ്റം  അപ്ലിക്കേഷൻ  പൊളി അപ്ലിക്കേഷൻ  ആൺ,Non_hope_speech
മുഹ്സിന മുത്ത് ഇയാളുടെ വീട് എവിടെയാ സ്ഥലം ഇയാളുടെ കല്യാണം കാസ്കിഞ്ഞില്ലേ,Non_hope_speech
വി പി റോയ്  ഇസ്ലാമിലേക്ക് മതം മാറി പോകുന്ന ദലിതുകൾ ഇസ്ലാം ആയി ആണ് കാണുന്നത് അല്ലാതെ അവരെ ആരും ദളിത് ഇസ്ലാം എന്നും പറഞ്ഞു കാണുന്നില്ല ഇതാണ് ഞാൻ പറഞ്ഞ ആ വിവേചനം ഇല്ലായ്മ തനിക്ക് ഇത് മനസ്സിലാക്കാൻ കഴിയാത്തത് തനിക്കും നല്ല അസ്സൽ തീട്ട ജാതി ചിന്ത ഉള്ളത് കൊണ്ടാണ് അതുകൊണ്ടാണ് താൻ വിഷയം  വഴിതിരിച്ചുവിടുക  ആക്കാൻ ശ്രമിച്ചത് ജാതിയെ പറ്റി പറയുമ്പോൾ ഇസ്ലാമിന്റെ വിവാഹത്തെ പറ്റി പറയുന്നു എടെയ് തനിക്ക് തെറ്റിയെടെ,Non_hope_speech
സോനു ഇന്ദു പാവമാണ് കയ്യിൽ ചുംബനം  കൊടുത്തപ്പോ എന്റെ കണ്ണ് നിറഞ്ഞു,Hope_speech
ഒടുക്കത്തെ അപ്പായല്ലോ ദൈവമേ,Non_hope_speech
ഡോക്ടർ സർ നിങ്ങളുടെ ഉപദേശം വളരെ വിലപട്ടതാണ് വിലമതിക്കാനാവാത്തതാണ് പ്രത്യേഗിച്ച് പ്രവാസികൾക്ക് സർ,Hope_speech
